angle_deg,distance_mm,quality,rotation
251.10,0.0,0,3
252.00,0.0,0,3
252.90,0.0,0,3
253.80,0.0,0,3
254.70,0.0,0,3
255.60,128.8,72,3
256.50,0.0,0,3
257.40,0.0,0,3
258.30,0.0,0,3
259.20,0.0,0,3
260.10,0.0,0,3
261.00,0.0,0,3
261.90,0.0,0,3
262.80,0.0,0,3
263.70,0.0,0,3
264.60,0.0,0,3
265.50,0.0,0,3
266.40,0.0,0,3
267.30,0.0,0,3
268.20,0.0,0,3
269.10,0.0,0,3
270.00,0.0,0,3
270.90,0.0,0,3
271.80,0.0,0,3
272.70,0.0,0,3
273.60,0.0,0,3
274.50,0.0,0,3
275.40,0.0,0,3
276.30,0.0,0,3
277.20,0.0,0,3
278.10,0.0,0,3
279.00,0.0,0,3
279.90,0.0,0,3
280.80,0.0,0,3
281.70,0.0,0,3
282.60,0.0,0,3
283.50,0.0,0,3
284.40,0.0,0,3
285.30,196.2,17,3
286.20,196.5,15,3
287.10,196.0,12,3
288.00,196.0,13,3
288.90,196.2,12,3
289.80,193.5,19,3
290.70,0.0,0,3
291.60,0.0,0,3
292.50,0.0,0,3
293.40,0.0,0,3
294.30,0.0,0,3
295.20,0.0,0,3
296.10,0.0,0,3
297.00,0.0,0,3
297.90,0.0,0,3
298.80,0.0,0,3
299.70,704.5,231,3
300.60,704.5,202,3
301.50,704.5,177,3
302.40,704.5,163,3
303.30,704.5,148,3
304.20,704.5,135,3
305.10,704.5,114,3
306.00,704.5,86,3
306.90,704.5,65,3
307.80,704.5,51,3
308.70,704.5,38,3
309.60,704.8,27,3
310.50,704.8,18,3
311.40,896.5,45,3
312.30,896.5,75,3
313.20,896.5,98,3
314.10,896.5,124,3
315.00,896.2,158,3
315.90,896.2,178,3
316.80,896.5,196,3
317.70,896.5,205,3
318.60,896.2,227,3
319.50,896.0,148,3
320.40,960.2,20,3
321.30,896.2,183,3
322.20,960.2,85,3
323.10,960.2,26,3
324.00,960.2,144,3
324.90,960.0,143,3
325.80,960.0,131,3
326.70,960.0,216,3
327.60,960.0,214,3
328.50,1024.0,30,3
329.40,1024.2,68,3
330.30,1024.0,139,3
331.20,1024.2,103,3
332.10,1024.0,159,3
333.00,1024.0,222,3
333.90,1088.2,24,3
334.80,1088.0,82,3
335.70,1088.0,135,3
336.60,1152.2,68,3
337.50,1152.2,171,3
338.40,1216.2,1,3
339.30,1216.2,75,3
340.20,1216.2,134,3
341.10,1216.2,209,3
342.00,1280.2,33,3
342.90,1088.0,236,3
343.80,0.0,0,3
344.70,5.2,232,3
345.60,0.0,0,3
346.50,13.2,230,3
347.40,9.5,228,3
348.30,0.0,0,3
349.20,0.0,0,3
350.10,0.0,0,3
351.00,0.0,0,3
351.90,6.5,212,3
352.80,0.0,0,3
353.70,0.0,0,3
354.60,7.5,206,3
355.50,0.0,0,3
356.40,0.0,0,3
357.30,0.0,0,3
358.20,8.0,188,3
359.10,0.0,0,3
0.00,8.5,182,4
0.92,8.8,182,4
1.84,0.0,0,4
2.76,0.0,0,4
3.67,0.0,0,4
4.59,0.0,0,4
5.51,0.0,0,4
6.43,0.0,0,4
7.35,0.0,0,4
8.27,0.0,0,4
9.18,0.0,0,4
10.10,0.0,0,4
11.02,0.0,0,4
11.94,0.0,0,4
12.86,14.0,132,4
13.78,0.0,0,4
14.69,0.0,0,4
15.61,0.0,0,4
16.53,0.0,0,4
17.45,17.5,121,4
18.37,0.0,0,4
19.29,0.0,0,4
20.20,0.0,0,4
21.12,0.0,0,4
22.04,0.0,0,4
22.96,0.0,0,4
23.88,0.0,0,4
24.80,0.0,0,4
25.71,0.0,0,4
26.63,0.0,0,4
27.55,0.0,0,4
28.47,0.0,0,4
29.39,0.0,0,4
30.31,0.0,0,4
31.22,0.0,0,4
32.14,0.0,0,4
33.06,0.0,0,4
33.98,0.0,0,4
34.90,0.0,0,4
35.82,0.0,0,4
36.73,0.0,0,4
37.65,0.0,0,4
38.57,0.0,0,4
39.49,0.0,0,4
40.41,69.2,29,4
41.33,0.0,0,4
42.24,67.8,25,4
43.16,0.0,0,4
44.08,66.5,26,4
45.00,0.0,0,4
45.92,67.2,30,4
46.84,0.0,0,4
47.76,0.0,0,4
48.67,0.0,0,4
49.59,68.2,35,4
50.51,0.0,0,4
51.43,0.0,0,4
52.35,0.0,0,4
53.27,69.0,42,4
54.18,0.0,0,4
55.10,0.0,0,4
56.02,0.0,0,4
56.94,0.0,0,4
57.86,0.0,0,4
58.78,67.2,48,4
59.69,0.0,0,4
60.61,2.8,238,4
61.53,0.0,0,4
62.45,0.0,0,4
63.37,0.0,0,4
64.29,0.0,0,4
65.20,0.0,0,4
66.12,0.0,0,4
67.04,3.0,226,4
67.96,3.0,223,4
68.88,3.2,222,4
69.80,0.0,0,4
70.71,0.0,0,4
71.63,0.0,0,4
72.55,3.5,216,4
73.47,0.0,0,4
74.39,3.8,214,4
75.31,3.8,213,4
76.22,3.8,212,4
77.14,3.8,211,4
78.06,3.2,210,4
78.98,4.2,209,4
79.90,0.0,0,4
80.82,4.0,207,4
81.73,0.0,0,4
82.65,0.0,0,4
83.57,0.0,0,4
84.49,4.0,204,4
85.41,0.0,0,4
86.33,0.0,0,4
87.24,0.0,0,4
88.16,4.2,203,4
89.08,4.2,203,4
90.00,0.0,0,4
90.92,0.0,0,4
91.84,0.0,0,4
92.76,0.0,0,4
93.67,0.0,0,4
94.59,0.0,0,4
95.51,0.0,0,4
96.43,0.0,0,4
97.35,0.0,0,4
98.27,4.2,203,4
99.18,0.0,0,4
100.10,4.0,204,4
101.02,0.0,0,4
101.94,3.8,204,4
102.86,0.0,0,4
103.78,0.0,0,4
104.69,3.5,206,4
105.61,0.0,0,4
106.53,0.0,0,4
107.45,3.8,208,4
108.37,0.0,0,4
109.29,0.0,0,4
110.20,4.0,211,4
111.12,3.5,212,4
112.04,4.0,212,4
112.96,0.0,0,4
113.88,0.0,0,4
114.80,0.0,0,4
115.71,0.0,0,4
116.63,0.0,0,4
117.55,0.0,0,4
118.47,0.0,0,4
119.39,0.0,0,4
120.31,0.0,0,4
121.22,3.5,226,4
122.14,0.0,0,4
123.06,3.5,229,4
123.98,2.8,231,4
124.90,0.0,0,4
125.82,3.0,236,4
126.73,3.0,238,4
127.65,0.0,0,4
128.57,0.0,0,4
129.49,0.0,0,4
130.41,0.0,0,4
131.33,2.8,250,4
132.24,0.0,0,4
133.16,2.8,255,4
134.08,0.0,0,4
135.00,0.0,0,4
135.92,0.0,0,4
136.84,66.2,12,4
137.76,0.0,0,4
138.67,66.2,19,4
139.59,0.0,0,4
140.51,16.2,177,4
141.43,21.0,173,4
142.35,18.2,175,4
143.27,0.0,0,4
144.18,0.0,0,4
145.10,0.0,0,4
146.02,0.0,0,4
146.94,0.0,0,4
147.86,5.0,154,4
148.78,0.0,0,4
149.69,0.0,0,4
150.61,0.0,0,4
151.53,0.0,0,4
152.45,0.0,0,4
153.37,0.0,0,4
154.29,0.0,0,4
155.20,0.0,0,4
156.12,0.0,0,4
157.04,0.0,0,4
157.96,0.0,0,4
158.88,0.0,0,4
159.80,0.0,0,4
160.71,0.0,0,4
161.63,0.0,0,4
162.55,0.0,0,4
163.47,0.0,0,4
164.39,27.0,95,4
165.31,27.5,97,4
166.22,0.0,0,4
167.14,0.0,0,4
168.06,0.0,0,4
168.98,0.0,0,4
169.90,0.0,0,4
170.82,0.0,0,4
171.73,0.0,0,4
172.65,0.0,0,4
173.57,0.0,0,4
174.49,0.0,0,4
175.41,0.0,0,4
176.33,0.0,0,4
177.24,0.0,0,4
178.16,0.0,0,4
179.08,0.0,0,4
180.00,0.0,0,4
180.92,0.0,0,4
181.84,0.0,0,4
182.76,0.0,0,4
183.67,0.0,0,4
184.59,0.0,0,4
185.51,0.0,0,4
186.43,0.0,0,4
187.35,0.0,0,4
188.27,0.0,0,4
189.18,0.0,0,4
190.10,0.0,0,4
191.02,0.0,0,4
191.94,0.0,0,4
192.86,0.0,0,4
193.78,0.0,0,4
194.69,0.0,0,4
195.61,0.0,0,4
196.53,0.0,0,4
197.45,0.0,0,4
198.37,0.0,0,4
199.29,0.0,0,4
200.20,0.0,0,4
201.12,0.0,0,4
202.04,0.0,0,4
202.96,0.0,0,4
203.88,0.0,0,4
204.80,0.0,0,4
205.71,0.0,0,4
206.63,0.0,0,4
207.55,0.0,0,4
208.47,0.0,0,4
209.39,0.0,0,4
210.31,0.0,0,4
211.22,0.0,0,4
212.14,0.0,0,4
213.06,0.0,0,4
213.98,0.0,0,4
214.90,0.0,0,4
215.82,0.0,0,4
216.73,0.0,0,4
217.65,0.0,0,4
218.57,0.0,0,4
219.49,0.0,0,4
220.41,0.0,0,4
221.33,135.2,3,4
222.24,135.0,5,4
223.16,135.2,7,4
224.08,135.2,10,4
225.00,135.2,12,4
225.92,135.0,16,4
226.84,134.8,19,4
227.76,135.0,22,4
228.67,134.8,26,4
229.59,135.0,30,4
230.51,134.2,34,4
231.43,134.8,37,4
232.35,134.2,41,4
233.27,134.5,46,4
234.18,134.5,50,4
235.10,134.2,55,4
236.02,133.8,60,4
236.94,134.2,65,4
237.86,134.0,71,4
238.78,134.2,77,4
239.69,69.0,161,4
240.61,133.5,91,4
241.53,69.8,250,4
242.45,68.0,239,4
243.37,70.2,242,4
244.29,70.8,243,4
245.20,69.5,247,4
246.12,132.8,0,4
247.04,0.0,0,4
247.96,128.5,63,4
248.88,129.2,66,4
249.80,128.5,64,4
250.71,128.5,64,4
251.63,128.5,66,4
252.55,128.5,65,4
253.47,0.0,0,4
254.39,0.0,0,4
255.31,0.0,0,4
256.22,0.0,0,4
257.14,0.0,0,4
258.06,0.0,0,4
258.98,0.0,0,4
259.90,128.8,78,4
260.82,0.0,0,4
261.73,0.0,0,4
262.65,0.0,0,4
263.57,0.0,0,4
264.49,0.0,0,4
265.41,0.0,0,4
266.33,0.0,0,4
267.24,0.0,0,4
268.16,0.0,0,4
269.08,0.0,0,4
270.00,0.0,0,4
270.92,0.0,0,4
271.84,0.0,0,4
272.76,0.0,0,4
273.67,0.0,0,4
274.59,0.0,0,4
275.51,0.0,0,4
276.43,0.0,0,4
277.35,0.0,0,4
278.27,0.0,0,4
279.18,0.0,0,4
280.10,0.0,0,4
281.02,0.0,0,4
281.94,0.0,0,4
282.86,0.0,0,4
283.78,0.0,0,4
284.69,0.0,0,4
285.61,0.0,0,4
286.53,0.0,0,4
287.45,0.0,0,4
288.37,195.8,17,4
289.29,196.2,18,4
290.20,196.2,15,4
291.12,196.2,12,4
292.04,196.2,12,4
292.96,196.2,12,4
293.88,192.2,10,4
294.80,0.0,0,4
295.71,0.0,0,4
296.63,0.0,0,4
297.55,0.0,0,4
298.47,0.0,0,4
299.39,0.0,0,4
300.31,0.0,0,4
301.22,0.0,0,4
302.14,0.0,0,4
303.06,0.0,0,4
303.98,704.5,227,4
304.90,704.5,187,4
305.82,704.5,170,4
306.73,704.5,162,4
307.65,704.5,139,4
308.57,704.5,122,4
309.49,704.8,87,4
310.41,704.5,76,4
311.33,704.5,60,4
312.24,704.5,44,4
313.16,704.5,34,4
314.08,704.8,18,4
315.00,896.5,43,4
315.92,896.5,70,4
316.84,896.5,83,4
317.76,896.5,124,4
318.67,896.5,146,4
319.59,896.5,181,4
320.51,896.5,197,4
321.43,896.5,204,4
322.35,896.2,225,4
323.27,896.0,146,4
324.18,960.0,22,4
325.10,896.2,193,4
326.02,960.2,80,4
326.94,960.2,16,4
327.86,960.2,141,4
328.78,960.0,123,4
329.69,960.0,140,4
330.61,960.2,220,4
331.53,960.0,212,4
332.45,1024.0,55,4
333.37,1024.0,79,4
334.29,1024.0,79,4
335.20,1024.2,101,4
336.12,1024.0,171,4
337.04,1024.0,241,4
337.96,1088.2,32,4
338.88,1088.0,85,4
339.80,1088.0,250,4
340.71,1152.2,98,4
341.63,1152.2,210,4
342.55,1216.2,31,4
343.47,1216.2,98,4
344.39,1216.2,168,4
345.31,1216.2,250,4
346.22,1280.0,65,4
347.14,4.2,236,4
348.06,0.0,0,4
348.98,5.8,229,4
349.90,12.5,229,4
350.82,3.0,232,4
351.73,0.0,0,4
352.65,0.0,0,4
353.57,0.0,0,4
354.49,0.0,0,4
355.41,0.0,0,4
356.33,0.0,0,4
357.24,0.0,0,4
358.16,9.0,206,4
359.08,0.0,0,4
0.00,0.0,0,5
0.90,0.0,0,5
1.80,0.0,0,5
2.70,0.0,0,5
3.60,8.8,183,5
4.50,0.0,0,5
5.40,0.0,0,5
6.30,0.0,0,5
7.20,4.5,145,5
8.10,0.0,0,5
9.00,11.8,130,5
9.90,0.0,0,5
10.80,0.0,0,5
11.70,0.0,0,5
12.60,0.0,0,5
13.50,0.0,0,5
14.40,14.2,130,5
15.30,0.0,0,5
16.20,0.0,0,5
17.10,0.0,0,5
18.00,0.0,0,5
18.90,0.0,0,5
19.80,0.0,0,5
20.70,0.0,0,5
21.60,0.0,0,5
22.50,0.0,0,5
23.40,19.5,119,5
24.30,0.0,0,5
25.20,18.5,120,5
26.10,0.0,0,5
27.00,0.0,0,5
27.90,0.0,0,5
28.80,0.0,0,5
29.70,0.0,0,5
30.60,0.0,0,5
31.50,0.0,0,5
32.40,0.0,0,5
33.30,0.0,0,5
34.20,0.0,0,5
35.10,0.0,0,5
36.00,0.0,0,5
36.90,0.0,0,5
37.80,0.0,0,5
38.70,0.0,0,5
39.60,0.0,0,5
40.50,0.0,0,5
41.40,65.0,46,5
42.30,68.5,35,5
43.20,68.0,29,5
44.10,70.0,26,5
45.00,0.0,0,5
45.90,68.0,25,5
46.80,0.0,0,5
47.70,68.8,27,5
48.60,67.5,29,5
49.50,67.5,30,5
50.40,67.0,32,5
51.30,0.0,0,5
52.20,0.0,0,5
53.10,0.0,0,5
54.00,0.0,0,5
54.90,0.0,0,5
55.80,0.0,0,5
56.70,0.0,0,5
57.60,0.0,0,5
58.50,0.0,0,5
59.40,0.0,0,5
60.30,0.0,0,5
61.20,0.0,0,5
62.10,2.0,238,5
63.00,0.0,0,5
63.90,0.0,0,5
64.80,3.0,233,5
65.70,3.0,232,5
66.60,3.0,230,5
67.50,0.0,0,5
68.40,3.0,226,5
69.30,0.0,0,5
70.20,3.0,222,5
71.10,0.0,0,5
72.00,0.0,0,5
72.90,3.2,219,5
73.80,3.0,218,5
74.70,0.0,0,5
75.60,0.0,0,5
76.50,0.0,0,5
77.40,0.0,0,5
78.30,3.5,212,5
79.20,4.0,211,5
80.10,0.0,0,5
81.00,4.5,208,5
81.90,0.0,0,5
82.80,4.0,207,5
83.70,0.0,0,5
84.60,0.0,0,5
85.50,0.0,0,5
86.40,0.0,0,5
87.30,0.0,0,5
88.20,0.0,0,5
89.10,0.0,0,5
90.00,0.0,0,5
90.90,0.0,0,5
91.80,0.0,0,5
92.70,0.0,0,5
93.60,4.5,202,5
94.50,0.0,0,5
95.40,0.0,0,5
96.30,4.0,202,5
97.20,0.0,0,5
98.10,0.0,0,5
99.00,2.5,201,5
99.90,4.2,202,5
100.80,0.0,0,5
101.70,0.0,0,5
102.60,0.0,0,5
103.50,3.8,204,5
104.40,0.0,0,5
105.30,0.0,0,5
106.20,0.0,0,5
107.10,0.0,0,5
108.00,3.8,207,5
108.90,0.0,0,5
109.80,4.0,209,5
110.70,0.0,0,5
111.60,0.0,0,5
112.50,0.0,0,5
113.40,0.0,0,5
114.30,0.0,0,5
115.20,0.0,0,5
116.10,0.0,0,5
117.00,0.0,0,5
117.90,0.0,0,5
118.80,0.0,0,5
119.70,3.2,222,5
120.60,0.0,0,5
121.50,3.0,225,5
122.40,3.8,225,5
123.30,3.2,228,5
124.20,0.0,0,5
125.10,0.0,0,5
126.00,3.0,233,5
126.90,3.2,236,5
127.80,0.0,0,5
128.70,3.0,240,5
129.60,0.0,0,5
130.50,0.0,0,5
131.40,2.8,248,5
132.30,0.0,0,5
133.20,0.0,0,5
134.10,0.0,0,5
135.00,0.0,0,5
135.90,66.5,6,5
136.80,66.8,10,5
137.70,0.0,0,5
138.60,0.0,0,5
139.50,66.2,21,5
140.40,12.2,179,5
141.30,18.5,176,5
142.20,19.8,172,5
143.10,0.0,0,5
144.00,0.0,0,5
144.90,0.0,0,5
145.80,0.0,0,5
146.70,0.0,0,5
147.60,0.0,0,5
148.50,0.0,0,5
149.40,0.0,0,5
150.30,0.0,0,5
151.20,0.0,0,5
152.10,0.0,0,5
153.00,0.0,0,5
153.90,0.0,0,5
154.80,0.0,0,5
155.70,0.0,0,5
156.60,0.0,0,5
157.50,0.0,0,5
158.40,0.0,0,5
159.30,0.0,0,5
160.20,0.0,0,5
161.10,0.0,0,5
162.00,0.0,0,5
162.90,0.0,0,5
163.80,0.0,0,5
164.70,29.5,95,5
165.60,0.0,0,5
166.50,0.0,0,5
167.40,0.0,0,5
168.30,0.0,0,5
169.20,0.0,0,5
170.10,0.0,0,5
171.00,0.0,0,5
171.90,0.0,0,5
172.80,0.0,0,5
173.70,0.0,0,5
174.60,0.0,0,5
175.50,0.0,0,5
176.40,0.0,0,5
177.30,0.0,0,5
178.20,0.0,0,5
179.10,0.0,0,5
180.00,0.0,0,5
180.90,0.0,0,5
181.80,0.0,0,5
182.70,0.0,0,5
183.60,0.0,0,5
184.50,0.0,0,5
185.40,0.0,0,5
186.30,0.0,0,5
187.20,0.0,0,5
188.10,0.0,0,5
189.00,0.0,0,5
189.90,0.0,0,5
190.80,0.0,0,5
191.70,0.0,0,5
192.60,0.0,0,5
193.50,0.0,0,5
194.40,0.0,0,5
195.30,0.0,0,5
196.20,0.0,0,5
197.10,0.0,0,5
198.00,0.0,0,5
198.90,0.0,0,5
199.80,0.0,0,5
200.70,0.0,0,5
201.60,0.0,0,5
202.50,0.0,0,5
203.40,0.0,0,5
204.30,0.0,0,5
205.20,0.0,0,5
206.10,0.0,0,5
207.00,0.0,0,5
207.90,0.0,0,5
208.80,0.0,0,5
209.70,0.0,0,5
210.60,0.0,0,5
211.50,0.0,0,5
212.40,0.0,0,5
213.30,0.0,0,5
214.20,0.0,0,5
215.10,0.0,0,5
216.00,0.0,0,5
216.90,0.0,0,5
217.80,0.0,0,5
218.70,0.0,0,5
219.60,70.0,255,5
220.50,135.0,4,5
221.40,135.2,6,5
222.30,135.2,8,5
223.20,135.2,12,5
224.10,134.8,14,5
225.00,135.0,17,5
225.90,134.8,20,5
226.80,135.0,23,5
227.70,134.5,27,5
228.60,134.8,31,5
229.50,134.2,35,5
230.40,134.2,39,5
231.30,134.5,44,5
232.20,134.2,48,5
233.10,134.2,53,5
234.00,134.2,57,5
234.90,134.2,63,5
235.80,134.0,69,5
236.70,134.0,73,5
237.60,134.0,79,5
238.50,131.8,80,5
239.40,67.0,251,5
240.30,69.5,249,5
241.20,69.0,245,5
242.10,71.2,242,5
243.00,70.8,244,5
243.90,70.0,249,5
244.80,129.5,7,5
245.70,128.8,63,5
246.60,129.0,65,5
247.50,128.8,64,5
248.40,128.8,64,5
249.30,0.0,0,5
250.20,128.2,65,5
251.10,0.0,0,5
252.00,0.0,0,5
252.90,0.0,0,5
253.80,0.0,0,5
254.70,0.0,0,5
255.60,0.0,0,5
256.50,0.0,0,5
257.40,128.8,73,5
258.30,0.0,0,5
259.20,0.0,0,5
260.10,0.0,0,5
261.00,0.0,0,5
261.90,0.0,0,5
262.80,0.0,0,5
263.70,0.0,0,5
264.60,0.0,0,5
265.50,0.0,0,5
266.40,0.0,0,5
267.30,0.0,0,5
268.20,0.0,0,5
269.10,0.0,0,5
270.00,0.0,0,5
270.90,0.0,0,5
271.80,0.0,0,5
272.70,0.0,0,5
273.60,0.0,0,5
274.50,0.0,0,5
275.40,0.0,0,5
276.30,0.0,0,5
277.20,0.0,0,5
278.10,0.0,0,5
279.00,0.0,0,5
279.90,0.0,0,5
280.80,0.0,0,5
281.70,0.0,0,5
282.60,0.0,0,5
283.50,0.0,0,5
284.40,0.0,0,5
285.30,0.0,0,5
286.20,195.8,17,5
287.10,196.2,17,5
288.00,196.2,15,5
288.90,196.2,12,5
289.80,196.2,12,5
290.70,196.2,13,5
291.60,192.2,11,5
292.50,0.0,0,5
293.40,0.0,0,5
294.30,0.0,0,5
295.20,0.0,0,5
296.10,0.0,0,5
297.00,0.0,0,5
297.90,0.0,0,5
298.80,0.0,0,5
299.70,0.0,0,5
300.60,0.0,0,5
301.50,704.5,227,5
302.40,704.5,202,5
303.30,704.5,177,5
304.20,704.5,162,5
305.10,704.5,147,5
306.00,704.5,128,5
306.90,704.5,105,5
307.80,704.5,77,5
308.70,704.8,67,5
309.60,704.5,50,5
310.50,704.5,35,5
311.40,704.0,67,5
312.30,704.2,48,5
313.20,896.2,61,5
314.10,896.5,80,5
315.00,896.5,113,5
315.90,896.5,140,5
316.80,896.5,162,5
317.70,896.5,189,5
318.60,896.5,204,5
319.50,896.5,218,5
320.40,896.0,153,5
321.30,896.0,198,5
322.20,896.0,236,5
323.10,896.0,196,5
324.00,960.0,62,5
324.90,960.0,27,5
325.80,960.2,159,5
326.70,960.2,120,5
327.60,960.0,163,5
328.50,960.2,243,5
329.40,960.2,222,5
330.30,1024.2,54,5
331.20,1024.0,89,5
332.10,1024.0,66,5
333.00,1024.0,189,5
333.90,1024.2,182,5
334.80,1088.0,4,5
335.70,1088.0,39,5
336.60,1088.0,97,5
337.50,1152.2,42,5
338.40,1152.2,122,5
339.30,1152.2,223,5
340.20,1216.2,45,5
341.10,1216.2,113,5
342.00,1216.2,185,5
342.90,1280.2,14,5
343.80,0.0,0,5
344.70,11.2,231,5
345.60,11.8,231,5
346.50,9.2,226,5
347.40,0.0,0,5
348.30,0.0,0,5
349.20,4.2,221,5
350.10,0.0,0,5
351.00,0.0,0,5
351.90,0.0,0,5
352.80,7.2,210,5
353.70,0.0,0,5
354.60,0.0,0,5
355.50,7.2,204,5
356.40,0.0,0,5
357.30,0.0,0,5
358.20,0.0,0,5
359.10,0.0,0,5
0.00,0.0,0,6
0.90,6.8,183,6
1.80,0.0,0,6
2.70,0.0,0,6
3.60,0.0,0,6
4.50,5.0,145,6
5.40,0.0,0,6
6.30,0.0,0,6
7.20,0.0,0,6
8.10,0.0,0,6
9.00,0.0,0,6
9.90,0.0,0,6
10.80,0.0,0,6
11.70,0.0,0,6
12.60,0.0,0,6
13.50,0.0,0,6
14.40,0.0,0,6
15.30,0.0,0,6
16.20,0.0,0,6
17.10,0.0,0,6
18.00,18.0,121,6
18.90,19.5,120,6
19.80,0.0,0,6
20.70,0.0,0,6
21.60,21.2,119,6
22.50,20.8,119,6
23.40,0.0,0,6
24.30,0.0,0,6
25.20,0.0,0,6
26.10,0.0,0,6
27.00,0.0,0,6
27.90,0.0,0,6
28.80,0.0,0,6
29.70,0.0,0,6
30.60,0.0,0,6
31.50,0.0,0,6
32.40,0.0,0,6
33.30,0.0,0,6
34.20,0.0,0,6
35.10,0.0,0,6
36.00,0.0,0,6
36.90,0.0,0,6
37.80,0.0,0,6
38.70,0.0,0,6
39.60,0.0,0,6
40.50,0.0,0,6
41.40,0.0,0,6
42.30,67.5,27,6
43.20,67.5,26,6
44.10,0.0,0,6
45.00,68.8,27,6
45.90,0.0,0,6
46.80,0.0,0,6
47.70,0.0,0,6
48.60,68.0,32,6
49.50,0.0,0,6
50.40,0.0,0,6
51.30,0.0,0,6
52.20,0.0,0,6
53.10,0.0,0,6
54.00,0.0,0,6
54.90,67.2,44,6
55.80,0.0,0,6
56.70,0.0,0,6
57.60,69.2,45,6
58.50,67.8,48,6
59.40,0.0,0,6
60.30,0.0,0,6
61.20,0.0,0,6
62.10,0.0,0,6
63.00,0.0,0,6
63.90,3.0,230,6
64.80,0.0,0,6
65.70,3.5,226,6
66.60,3.2,225,6
67.50,0.0,0,6
68.40,0.0,0,6
69.30,0.0,0,6
70.20,0.0,0,6
71.10,0.0,0,6
72.00,3.5,215,6
72.90,0.0,0,6
73.80,0.0,0,6
74.70,0.0,0,6
75.60,4.5,212,6
76.50,0.0,0,6
77.40,3.5,211,6
78.30,0.0,0,6
79.20,0.0,0,6
80.10,4.0,208,6
81.00,0.0,0,6
81.90,0.0,0,6
82.80,0.0,0,6
83.70,0.0,0,6
84.60,0.0,0,6
85.50,0.0,0,6
86.40,0.0,0,6
87.30,0.0,0,6
88.20,0.0,0,6
89.10,0.0,0,6
90.00,0.0,0,6
90.90,0.0,0,6
91.80,0.0,0,6
92.70,0.0,0,6
93.60,0.0,0,6
94.50,0.0,0,6
95.40,0.0,0,6
96.30,0.0,0,6
97.20,4.0,202,6
98.10,0.0,0,6
99.00,0.0,0,6
99.90,4.0,204,6
100.80,4.2,204,6
101.70,0.0,0,6
102.60,0.0,0,6
103.50,0.0,0,6
104.40,0.0,0,6
105.30,0.0,0,6
106.20,4.0,208,6
107.10,0.0,0,6
108.00,0.0,0,6
108.90,4.0,210,6
109.80,0.0,0,6
110.70,3.8,212,6
111.60,4.2,213,6
112.50,3.8,214,6
113.40,0.0,0,6
114.30,0.0,0,6
115.20,0.0,0,6
116.10,0.0,0,6
117.00,3.5,221,6
117.90,3.2,222,6
118.80,0.0,0,6
119.70,0.0,0,6
120.60,0.0,0,6
121.50,0.0,0,6
122.40,3.0,231,6
123.30,3.0,233,6
124.20,0.0,0,6
125.10,2.8,238,6
126.00,0.0,0,6
126.90,3.0,242,6
127.80,0.0,0,6
128.70,0.0,0,6
129.60,3.0,250,6
130.50,0.0,0,6
131.40,2.8,255,6
132.30,0.0,0,6
133.20,0.0,0,6
134.10,0.0,0,6
135.00,0.0,0,6
135.90,0.0,0,6
136.80,0.0,0,6
137.70,0.0,0,6
138.60,17.0,177,6
139.50,20.2,174,6
140.40,17.2,175,6
141.30,0.0,0,6
142.20,0.0,0,6
143.10,0.0,0,6
144.00,0.0,0,6
144.90,0.0,0,6
145.80,4.0,156,6
146.70,0.0,0,6
147.60,0.0,0,6
148.50,0.0,0,6
149.40,0.0,0,6
150.30,0.0,0,6
151.20,0.0,0,6
152.10,0.0,0,6
153.00,0.0,0,6
153.90,0.0,0,6
154.80,0.0,0,6
155.70,0.0,0,6
156.60,0.0,0,6
157.50,0.0,0,6
158.40,0.0,0,6
159.30,0.0,0,6
160.20,0.0,0,6
161.10,0.0,0,6
162.00,0.0,0,6
162.90,28.2,96,6
163.80,0.0,0,6
164.70,7.8,238,6
165.60,0.0,0,6
166.50,0.0,0,6
167.40,0.0,0,6
168.30,0.0,0,6
169.20,0.0,0,6
170.10,0.0,0,6
171.00,0.0,0,6
171.90,65.5,48,6
172.80,0.0,0,6
173.70,0.0,0,6
174.60,0.0,0,6
175.50,0.0,0,6
176.40,0.0,0,6
177.30,0.0,0,6
178.20,0.0,0,6
179.10,0.0,0,6
180.00,0.0,0,6
180.90,0.0,0,6
181.80,0.0,0,6
182.70,0.0,0,6
183.60,0.0,0,6
184.50,0.0,0,6
185.40,0.0,0,6
186.30,0.0,0,6
187.20,0.0,0,6
188.10,0.0,0,6
189.00,0.0,0,6
189.90,0.0,0,6
190.80,0.0,0,6
191.70,0.0,0,6
192.60,0.0,0,6
193.50,0.0,0,6
194.40,0.0,0,6
195.30,0.0,0,6
196.20,0.0,0,6
197.10,0.0,0,6
198.00,0.0,0,6
198.90,0.0,0,6
199.80,0.0,0,6
200.70,0.0,0,6
201.60,0.0,0,6
202.50,0.0,0,6
203.40,0.0,0,6
204.30,0.0,0,6
205.20,0.0,0,6
206.10,0.0,0,6
207.00,0.0,0,6
207.90,0.0,0,6
208.80,0.0,0,6
209.70,0.0,0,6
210.60,0.0,0,6
211.50,0.0,0,6
212.40,0.0,0,6
213.30,0.0,0,6
214.20,0.0,0,6
215.10,0.0,0,6
216.00,0.0,0,6
216.90,0.0,0,6
217.80,134.2,1,6
218.70,135.0,4,6
219.60,135.0,7,6
220.50,135.2,9,6
221.40,135.0,12,6
222.30,134.8,14,6
